plate	well	orf	c0	c1	c2	c3
plate_1	A06	YBR162W-A	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s42-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s42.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s42.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s42.tif
plate_1	A06	YBR162W-A	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s43-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s43.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s43.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s43.tif
plate_1	A06	YBR162W-A	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s44-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s44.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s44.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s44.tif
plate_1	A06	YBR162W-A	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s45-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s45.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s45.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s45.tif
plate_1	A06	YBR162W-A	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s46-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s46.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s46.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s46.tif
plate_1	A06	YBR162W-A	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s47-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s47.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s47.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s47.tif
plate_1	A06	YBR162W-A	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s48-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s48.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s48.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s48.tif
plate_1	A07	YAL009W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s49-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s49.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s49.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s49.tif
plate_1	A07	YAL009W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s50-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s50.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s50.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s50.tif
plate_1	A07	YAL009W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s51-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s51.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s51.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s51.tif
plate_1	A07	YAL009W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s52-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s52.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s52.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s52.tif
plate_1	A07	YAL009W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s53-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s53.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s53.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s53.tif
plate_1	A07	YAL009W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s54-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s54.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s54.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s54.tif
plate_1	A07	YAL009W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s55-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s55.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s55.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s55.tif
plate_1	A07	YAL009W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s56-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s56.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s56.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s56.tif
plate_1	A08	YBR164C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s57-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s57.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s57.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s57.tif
plate_1	A08	YBR164C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s58-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s58.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s58.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s58.tif
plate_1	A08	YBR164C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s59-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s59.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s59.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s59.tif
plate_1	A08	YBR164C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s60-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s60.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s60.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s60.tif
plate_1	A08	YBR164C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s61-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s61.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s61.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s61.tif
plate_1	A08	YBR164C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s62-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s62.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s62.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s62.tif
plate_1	A08	YBR164C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s63-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s63.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s63.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s63.tif
plate_1	A08	YBR164C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s64-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s64.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s64.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s64.tif
plate_1	A09	YAL014C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s65-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s65.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s65.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s65.tif
plate_1	A09	YAL014C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s66-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s66.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s66.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s66.tif
plate_1	A09	YAL014C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s67-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s67.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s67.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s67.tif
plate_1	A09	YAL014C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s68-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s68.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s68.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s68.tif
plate_1	A09	YAL014C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s69-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s69.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s69.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s69.tif
plate_1	A09	YAL014C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s70-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s70.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s70.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s70.tif
plate_1	A09	YAL014C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s71-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s71.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s71.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s71.tif
plate_1	A09	YAL014C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s72-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s72.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s72.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s72.tif
plate_1	A10	YBR168W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s73-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s73.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s73.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s73.tif
plate_1	A10	YBR168W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s74-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s74.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s74.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s74.tif
plate_1	A10	YBR168W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s75-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s75.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s75.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s75.tif
plate_1	A10	YBR168W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s76-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s76.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s76.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s76.tif
plate_1	A10	YBR168W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s77-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s77.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s77.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s77.tif
plate_1	A10	YBR168W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s78-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s78.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s78.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s78.tif
plate_1	A10	YBR168W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s79-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s79.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s79.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s79.tif
plate_1	A10	YBR168W	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s80-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s80.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s80.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s80.tif
plate_1	A11	YAL018C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s81-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s81.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s81.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s81.tif
plate_1	A11	YAL018C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s82-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s82.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s82.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s82.tif
plate_1	A11	YAL018C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s83-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s83.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s83.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s83.tif
plate_1	A11	YAL018C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s84-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s84.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s84.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s84.tif
plate_1	A11	YAL018C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s85-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s85.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s85.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s85.tif
plate_1	A11	YAL018C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s86-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s86.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s86.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s86.tif
plate_1	A11	YAL018C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s87-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s87.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s87.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s87.tif
plate_1	A11	YAL018C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s88-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s88.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s88.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s88.tif
plate_1	A12	YBR170C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s89-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s89.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s89.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s89.tif
plate_1	A12	YBR170C	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w1cf-Brightfield_s90-0001procstk.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w2cf-2cam-GFP_s90.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w3cf-2cam-RFP_s90.tif	/media/elmicro/meta/PromoterSWAT/screens/R1.1/plate_1/Images/promoterSWATp1_1_w4cf-2cam-BFP_s90.tif
